shot_id,campaign,shot_objective,postshot_description,shot_postshot_comment,shot_summary,shot_program,shot_scenario
30047,M9,'Main Programme:FPP-003 (3) CAEsMHD-001 (2) Effect of RMPs on 400kA LSND (at 0.585T)TC-002 (7) Pellet Fuelling-------------------------------------------------------------------------Secondary Programme:IPS-010 (2) JINTRACMHD-006 (1) Effect of Beta on edge stabilitySOL-004 (2) Ti Measurement***RMP config 48***',Good shot.,'Good shot.','Operational- Some problems with SW to start but good beams later on- Two area entries (beams and interferometers)- Low P6 current in runcheck- Issue with EFCC current rogowski not fixedSessionsFPP-003 - No CAEs observed in any shotsMHD-001 - Very good mitigation observed in 400kA dischargeTC-002 - Good data obtained in lots of shots.IPS-010 - unable to get cHFS to fire in shotSOL-004 - 1 good shot obtained. 1 outstanding.MHD-006 - 1 good shot','Pellet fuelling with RMPs Effect of RMPs on 400kA CAEs',S8
30048,M9,'Main Programme:FPP-003 (3) CAEsMHD-001 (2) Effect of RMPs on 400kA LSND (at 0.585T)TC-002 (7) Pellet Fuelling-------------------------------------------------------------------------Secondary Programme:IPS-010 (2) JINTRACMHD-006 (1) Effect of Beta on edge stabilitySOL-004 (2) Ti Measurement***RMP config 48***',Good shot.,'Good shot','Operational- Some problems with SW to start but good beams later on- Two area entries (beams and interferometers)- Low P6 current in runcheck- Issue with EFCC current rogowski not fixedSessionsFPP-003 - No CAEs observed in any shotsMHD-001 - Very good mitigation observed in 400kA dischargeTC-002 - Good data obtained in lots of shots.IPS-010 - unable to get cHFS to fire in shotSOL-004 - 1 good shot obtained. 1 outstanding.MHD-006 - 1 good shot','Pellet fuelling with RMPs Effect of RMPs on 400kA CAEs',S8
30049,M9,Main Programme: FPP-003 (3) CAEs MHD-001 (2) Effect of RMPs on 400kA LSND (at 0.585T) T&amp;C-002 (7) Pellet Fuelling ------------------------------------------------------------------------- Secondary Programme: IPS-010 (2) JINTRAC MHD-006 (1) Effect of Beta on edge stability SOL-004 (2) Ti Measurement ***RMP config 48***,Good shot.,'Good shot.',Operational - Some problems with SW to start but good beams later on - Two area entries (beams and interferometers) - Low P6 current in runcheck - Issue with EFCC current rogowski not fixed Sessions FPP-003 - No CAEs observed in any shots MHD-001 - Very good mitigation observed in 400kA discharge T&amp;C-002 - Good data obtained in lots of shots. IPS-010 - unable to get cHFS to fire in shot SOL-004 - 1 good shot obtained. 1 outstanding. MHD-006 - 1 good shot,"Pellet fuelling with RMPs, Effect of RMPs on 400kA, CAEs",S5
30052,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. CHFS worked.,'Ok. CHFS worked.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S8
30053,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. Good pulse with nice beam notching but one beam break down. Underdense with respect to reference.,'Ok. Good pulse with nice beam notching but one beam break down. Underdense with respect to reference.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S1
30054,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Ok. Again good shot, good notching.",'Ok. Again good shot good notching.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S1
30055,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Excellent shot, including beam notches. Very similar to reference.",'Excellent shot including beam notches. Very similar to reference.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S1
30056,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Good plasma but no beam notches.,'Good plasma but no beam notches.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S1
30057,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Good shot. Good beam notching this time. Again, almost identical to reference.",'Good shot. Good beam notching this time. Again almost identical to reference.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S1
30058,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Shot OK. Would have preferred a bit more density (some spare gas capacity early in discharge).,'Shot OK. Would have preferred a bit more density (some spare gas capacity early in discharge).','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30059,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Ok, density not much higher.",'Ok density not much higher.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30060,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. Two pellets. One triggers the H-mode and the other is in full H-mode. Fiberscope camera did not trigger because trigger cable was disconnected.,'Ok. Two pellets. One triggers the H-mode and the other is in full H-mode. Fiberscope camera did not trigger because trigger cable was disconnected.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30062,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. Good shot fiberscope without filters.,'Ok. Good shot fiberscope without filters.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30063,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Disrupts at 190 ms because HOMER was not working correctly and giving a plasma radius of 1 m.,'Disrupts at 190 ms because HOMER was not working correctly and giving a plasma radius of 1 m.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30064,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. This time it worked. SS beam 25 ms late. Two pellets.,'Ok. This time it worked. SS beam 25 ms late. Two pellets.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30065,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',HOMER failed again.,'HOMER failed again.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30066,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',HOMER ok. Interferometer failed and two pellets in the plasma but broken. ELMs don't look much worse than in mitigated shots.,'HOMER ok. Interferometer failed and two pellets in the plasma but broken. ELMs don t look much worse than in mitigated shots.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30067,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. Good shot.,'Ok. Good shot.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30068,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Lost interferometer, pellets broken and SW with a few breakdowns.",'Lost interferometer pellets broken and SW with a few breakdowns.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30069,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"HOMER failure again, disrupts at 200 ms.",'HOMER failure again disrupts at 200 ms.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30071,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',No pellets. ELM coils did not fire.,'No pellets. ELM coils did not fire.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S3
30073,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Ok, but plagued by NTM.",'Ok but plagued by NTM.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30074,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',Ok. One beam late. No NTM. Outer radius matches reference (maybe slightly smaller).,'Ok. One beam late. No NTM. Outer radius matches reference (maybe slightly smaller).','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30075,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',SW late again. Lost interferometer. NTM at the very end of the shot.,'SW late again. Lost interferometer. NTM at the very end of the shot.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30076,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',"Ok, good beams, but NTM is back. No ELMs.",'Ok good beams but NTM is back. No ELMs.','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30077,M9,'Obtain data for:IPS-003: measurement of the evolution of q profile in Ohmic plasmas.T C-002: pellet fuelling of ELM mitigated plasmas (including fiberscope images).T C-003/012: Heat transport scaling with beta and collisionality.',SW failed. SS broke down. No interferometer. However ELMy H-mode obtained (although at lower beta).,'SW failed. SS broke down. No interferometer. However ELMy H-mode obtained (although at lower beta).','All in all a very good day. Good data obtained for all programmes. Some problems with HOMER CO2 interferometer and a couple of aborts after start. Good beams in general however SW not completely reliable (sometimes late).','Transport and confinement scenario development.',S5
30080,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot. Modes detected.,'Good shot. Modes detected.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S6
30081,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Useful shot. ELMB and C worked. Threshold for ELM mitigation appears to be 1kA.,'Useful shot. ELMB and C worked. Threshold for ELM mitigation appears to be 1kA.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30086,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot. Shows ELM currents > 1kA lock rotation. SW beam breakdown at 200ms.,'Good shot. Shows ELM currents > 1kA lock rotation. SW beam breakdown at 200ms.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30087,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30088,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30089,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30090,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Useful for David Keeling.,'Useful for David Keeling.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30091,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot. No IR camera strike point splitting data.,'Good shot. No IR camera strike point splitting data.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S8
30092,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30093,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30094,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Back transition and density pump out at 0.35s.,'Back transition and density pump out at 0.35s.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30095,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Extra breakdowns on SW beam. SW beam came on late at 0.21s. Useful shot.,'Extra breakdowns on SW beam. SW beam came on late at 0.21s. Useful shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30097,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Splitting detected. Good shot.,'Splitting detected. Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30098,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',ELM Coil B did not fire. SS beam fired but no DATAC.,'ELM Coil B did not fire. SS beam fired but no DATAC.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30099,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot.,'Good shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30100,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Useful shot.,'Useful shot.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30101,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good shot. SW beam has additional breakdowns.,'Good shot. SW beam has additional breakdowns.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30102,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',Good data.,'Good data.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S3
30103,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',SW beam had an extra breakdown at 0.2s. Good data.,'SW beam had an extra breakdown at 0.2s. Good data.','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S5
30104,M9,'MHD-001: Effects of RMPS on 400kA LSND.MHD-002: Rotating RMPs.IPS-004: cHFS gas system experimentsRMPS in configuration 25 n=3',"SW beam has extra breakdowns and does'nt start until after L/H transition. Brief falling density (and Dalpha) after shutoff, then HL transition (as with single beam).",'SW beam has extra breakdowns and does nt start until after L/H transition. Brief falling density (and Dalpha) after shutoff then HL transition (as with single beam).','MHD-001: n=3 some ELM mitigation in 400 and 600kA LSND but still severe rotational braking.MHD-002: Strike point splitting observed in scenarios 3 and 8. No real effect on ELM frequency in scenario 8. Scenario 3 shows better mitigation.FPP-003: Data obtained. CAEs observed.IPS-010: Data obtained.IPS-004: Good scenario gas shutoff much as previous single beam result due to late SW beam.','MHD-001MHD-002IPS-004',S5
30107,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',"Slightly short than reference shot, but no CO2 data.",'Slightly short than reference shot but no CO2 data.','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S1
30108,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',Density 10% lower than reference. JH happy to continue.,'Density 10% lower than reference. JH happy to continue.','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S5
30109,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',good beam but underdense in period 150 to 200 ms,'good beam but underdense in period 150 to 200 ms','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S5
30110,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',Good shot - better match to 29994,'Good shot - better match to 29994','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S5
30111,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',drop in real time IP caused PCS to shutdown plasma,'drop in real time IP caused PCS to shutdown plasma','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S6
30112,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',PIC happy with data.,'PIC happy with data.','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S5
30113,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',"Shot OK for programme. Two good beams. Big locked mode at 260ms, but plasma survives.",'Shot OK for programme. Two good beams. Big locked mode at 260ms but plasma survives.','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S6
30114,M9,'Ohmic phases scanInfluence of q-profile on flow shearEarly H-modeELM coil config 49',Good repeat.,'Good repeat.','MHD-008 : no shots (2 failed to breakdown and 1 no interferometerTC-013 9 good shots for the scanIPS-005: 5 good shots','MHD-008TC-013IPS-005',S6
