shot_id,campaign,shot_objective,postshot_description,shot_postshot_comment,shot_summary,shot_program,shot_scenario
11766,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,"GOOD PLASMA, RAN FINE. SL JOINT ALARMS RATHER HIGH","GOOD PLASMA, RAN FINE. SL JOINT ALARMS RATHER HIGH",COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11767,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,OK BUT LOST VERTICAL CONTROL - FA2 JUST DIED AWAY. SL JOINT ALARMS A BIT LOWER.,OK BUT LOST VERTICAL CONTROL - FA2 JUST DIED AWAY. SL JOINT ALARMS A BIT LOWER.,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11768,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,OK. GOT FA4 BUT NOT FA3,OK. GOT FA4 BUT NOT FA3,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11769,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,SLIDING JOINT ALARMS A BIT LOWER. PLASMA OK.,SLIDING JOINT ALARMS A BIT LOWER. PLASMA OK.,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11771,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,GOOD PLASMA F/B CONTROL. SLIDING JOINT ALARMS A BIT LOWER.,GOOD PLASMA F/B CONTROL. SLIDING JOINT ALARMS A BIT LOWER.,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11772,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,LONGER FLAT TOP AS INTENDED. SLIDING JOINT ALARMS LOWER.,LONGER FLAT TOP AS INTENDED. SLIDING JOINT ALARMS LOWER.,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11773,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,SCHEDULER HUNG. RADIUS LOOKS WELL CONTROLLED BUT ADA DALPHA PEAK RADIUS IS BONKERS AROUND 200MS,SCHEDULER HUNG. RADIUS LOOKS WELL CONTROLLED BUT ADA DALPHA PEAK RADIUS IS BONKERS AROUND 200MS,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11774,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,LOOKS GOOD ON DATA BUT BLANK PICTURE ON HSV,LOOKS GOOD ON DATA BUT BLANK PICTURE ON HSV,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11775,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,HSV DOESN'T GET TRIGGER - NOT SURE WHY,HSV DOESN'T GET TRIGGER - NOT SURE WHY,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11776,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,FINALLY GOT VISIBLE PLASMA. TOUCHES OUTBOARD COMPONENTS DURING PLASMA CURRENT RAMPDOWN,FINALLY GOT VISIBLE PLASMA. TOUCHES OUTBOARD COMPONENTS DURING PLASMA CURRENT RAMPDOWN,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11777,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,NO HSV AGAIN - LOOKS LIKE IT TRIGGERED LATE,NO HSV AGAIN - LOOKS LIKE IT TRIGGERED LATE,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11779,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,GOT HSV. PLASMA DENSITY INCREASES AT END BUT VDE TERMINATION. DENSITY HAS GENERALLY BEEN QUITE LOW TODAY,GOT HSV. PLASMA DENSITY INCREASES AT END BUT VDE TERMINATION. DENSITY HAS GENERALLY BEEN QUITE LOW TODAY,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11780,M5,COMMISSION TOKAMAK WITH TECHNICAL PLASMA,MARGINAL INCREASE IN STARTING DENSITY BUT RAMPS UP CONSIDERABLY DURING SHOT. SL JOINT ALARM TREND IS STILL UPWARDS. DECIDE TO SUSPEN,MARGINAL INCREASE IN STARTING DENSITY BUT RAMPS UP CONSIDERABLY DURING SHOT. SL JOINT ALARM TREND IS STILL UPWARDS. DECIDE TO SUSPEN,COMMISSIONED ENGINEERING PLASMA WITH MOST PLANT WORKING EXCEPT FA3. RATE OF RISE IN SLJ ALARMS CAUSED CONCERN,,
11789,M5,PLASMA/VESSEL CONDITIONING,"SJA MAX (10) 132%, FINE OTHERWISE, FA3 NOT WORKING, NO ANE","SJA MAX (10) 132%, FINE OTHERWISE, FA3 NOT WORKING, NO ANE","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11790,M5,PLASMA/VESSEL CONDITIONING,"SJA (9) MAX 127.2% GETTING BETTER, NO ANE","SJA (9) MAX 127.2% GETTING BETTER, NO ANE","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11791,M5,PLASMA/VESSEL CONDITIONING,"SJA (8) MAX 125.3%, NO ANE","SJA (8) MAX 125.3%, NO ANE","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11794,M5,PLASMA/VESSEL CONDITIONING,"SJA (9) MAX 125.8% A BIT WORSE THAN BEFORE, NO ANE, SHOTS GETTING SHORTER","SJA (9) MAX 125.8% A BIT WORSE THAN BEFORE, NO ANE, SHOTS GETTING SHORTER","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11795,M5,PLASMA/VESSEL CONDITIONING,SJA (10) 125%,SJA (10) 125%,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11796,M5,PLASMA/VESSEL CONDITIONING,SJA (10) MAX 123.5%,SJA (10) MAX 123.5%,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11797,M5,PLASMA/VESSEL CONDITIONING,SJA (11) MAX 124%,SJA (11) MAX 124%,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11798,M5,PLASMA/VESSEL CONDITIONING,SJA (25) MAX 151%. DALPHA CAMERA SATURATION LEVEL INCREASED.,SJA (25) MAX 151%. DALPHA CAMERA SATURATION LEVEL INCREASED.,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11799,M5,PLASMA/VESSEL CONDITIONING,SJA (15) MAX 127%,SJA (15) MAX 127%,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11802,M5,PLASMA/VESSEL CONDITIONING,"GOOD, A LITTLE BIT TOO BIG IN THE STARTUP, SJA (16) MAX 121%","GOOD, A LITTLE BIT TOO BIG IN THE STARTUP, SJA (16) MAX 121%","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11804,M5,PLASMA/VESSEL CONDITIONING,"SJA (16) MAX 118% STILL TOO BIG, IP INCREASED AT THE BEGINNING","SJA (16) MAX 118% STILL TOO BIG, IP INCREASED AT THE BEGINNING","FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11805,M5,PLASMA/VESSEL CONDITIONING,FLATTER IP BUT BIGGER RECONNECTION PEACK,FLATTER IP BUT BIGGER RECONNECTION PEACK,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11806,M5,PLASMA/VESSEL CONDITIONING,NO BEAM,NO BEAM,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11807,M5,PLASMA/VESSEL CONDITIONING,1.5 MW,1.5 MW,"FAIRLY GOOD CONDITIONING DAY. MOST PLASMAS OK, SOME MINOR FAULTS BUT OPERATION ENDED DUE TO BLOWN TRANSFORMER",TOKAMAK COMMISSIONING,
11808,M5,CONDITION FURTHER,SJA (16) MAX 117%,SJA (16) MAX 117%,CONTINUE WITH CONDITIONNING AND OPTIMISE START UP AND RAMP DOWN PHASE + FIRST NBI INTO PLASMA,TOKAMAK COMMISSIONING,
11809,M5,CONDITION FURTHER,"SHORT BEAMS (100MS), P1 MIN AT 0.35, TOO EARLY FOR CONTR. RAMP DOWN, SJA (17) MAX 117%","SHORT BEAMS (100MS), P1 MIN AT 0.35, TOO EARLY FOR CONTR. RAMP DOWN, SJA (17) MAX 117%",CONTINUE WITH CONDITIONNING AND OPTIMISE START UP AND RAMP DOWN PHASE + FIRST NBI INTO PLASMA,TOKAMAK COMMISSIONING,
11810,M5,CONDITION FURTHER,SJA (18) 117.3%,SJA (18) 117.3%,CONTINUE WITH CONDITIONNING AND OPTIMISE START UP AND RAMP DOWN PHASE + FIRST NBI INTO PLASMA,TOKAMAK COMMISSIONING,
11811,M5,CONDITION FURTHER,SJA (21) MAX 119.25% RAMP BETTER,SJA (21) MAX 119.25% RAMP BETTER,CONTINUE WITH CONDITIONNING AND OPTIMISE START UP AND RAMP DOWN PHASE + FIRST NBI INTO PLASMA,TOKAMAK COMMISSIONING,
11812,M5,CONDITION FURTHER,GOOD SHOT SJA (20) MAX 118.84%,GOOD SHOT SJA (20) MAX 118.84%,CONTINUE WITH CONDITIONNING AND OPTIMISE START UP AND RAMP DOWN PHASE + FIRST NBI INTO PLASMA,TOKAMAK COMMISSIONING,
11815,M5,PLASMA CONDITIONING.,SHOT RAN OK. SLIDING JOINT ALARM MAX 123%. IP AND DENSITY LOOK OK.,SHOT RAN OK. SLIDING JOINT ALARM MAX 123%. IP AND DENSITY LOOK OK.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11816,M5,PLASMA CONDITIONING.,SHOT RAN OK. SLIDING JOINT ALARMS DOWN TO 119% MAX. IP AND DENSITY OK.,SHOT RAN OK. SLIDING JOINT ALARMS DOWN TO 119% MAX. IP AND DENSITY OK.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11817,M5,PLASMA CONDITIONING.,IP FOLLOWED TARGET. SLIDING JOINT ALARMS DOWN TO 116% MAX. FEEDBACK CONTROL WORKED NICELY.,IP FOLLOWED TARGET. SLIDING JOINT ALARMS DOWN TO 116% MAX. FEEDBACK CONTROL WORKED NICELY.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11818,M5,PLASMA CONDITIONING.,IP FOLLOWED TARGET. SLIDING JOINT ALARMS 121% MAX.,IP FOLLOWED TARGET. SLIDING JOINT ALARMS 121% MAX.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11819,M5,PLASMA CONDITIONING.,"SLIDING JOINT ALARMS 122% MAX. PLASMA RADIUS RESPONDED, BUT NOT QUITE AS ENVISAGED.","SLIDING JOINT ALARMS 122% MAX. PLASMA RADIUS RESPONDED, BUT NOT QUITE AS ENVISAGED.",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11820,M5,PLASMA CONDITIONING.,"PLASMA RADIUS TRACKED TARGET MUCH BETTER. DENSITY UP, PROBABLY DUE TO TWO LEAKING GAS VALVES REACTI VATED.","PLASMA RADIUS TRACKED TARGET MUCH BETTER. DENSITY UP, PROBABLY DUE TO TWO LEAKING GAS VALVES REACTI VATED.",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11821,M5,PLASMA CONDITIONING.,VERTICAL POSITION CHANGED AS EXPECTED.,VERTICAL POSITION CHANGED AS EXPECTED.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11822,M5,PLASMA CONDITIONING.,"OK, BUT SCHEDULER STOPPED","OK, BUT SCHEDULER STOPPED",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11823,M5,PLASMA CONDITIONING.,"PLASMA MOVES DOWN AS EXPECTED, DISRUPTS ON LOWER DIVERTOR","PLASMA MOVES DOWN AS EXPECTED, DISRUPTS ON LOWER DIVERTOR",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11824,M5,PLASMA CONDITIONING.,GOOD SHOT,GOOD SHOT,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11825,M5,PLASMA CONDITIONING.,"BEAM OK 1.7MW, 200MSEC, GOOD SHOT WITH IRE TOWARDS END","BEAM OK 1.7MW, 200MSEC, GOOD SHOT WITH IRE TOWARDS END",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11826,M5,PLASMA CONDITIONING.,"GOOD SHOT, GOOD BEAM BUT DISRUPTS AT 300MS (FA TRIP)","GOOD SHOT, GOOD BEAM BUT DISRUPTS AT 300MS (FA TRIP)",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11827,M5,PLASMA CONDITIONING.,"OK, DIDN'T RE-SELECT ARGON PUFF","OK, DIDN'T RE-SELECT ARGON PUFF",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11829,M5,PLASMA CONDITIONING.,"GOOD, ALTHOUGH INITIAL IP IS LOWER UNTIL FEEDBACK PULLS IT UP. SLJ ALARMS HIGHER AT THIS TF","GOOD, ALTHOUGH INITIAL IP IS LOWER UNTIL FEEDBACK PULLS IT UP. SLJ ALARMS HIGHER AT THIS TF",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11830,M5,PLASMA CONDITIONING.,NO XSX DATA. PLASMA FOLLOWS Z UPSWING BUT SLOW TO REVERSE. IRE CAUSES VDE DOWN,NO XSX DATA. PLASMA FOLLOWS Z UPSWING BUT SLOW TO REVERSE. IRE CAUSES VDE DOWN,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11831,M5,PLASMA CONDITIONING.,SURVIVES BIG IRE.,SURVIVES BIG IRE.,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11833,M5,PLASMA CONDITIONING.,"GOOD SHOT, LARGE IRE AT 240MSEC","GOOD SHOT, LARGE IRE AT 240MSEC",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11834,M5,PLASMA CONDITIONING.,"OK, IP FLATTOP NOT GREAT AND STILL HAVE IRE. ALSO UNUSUAL OUTBOARD FLASH AT 300MS","OK, IP FLATTOP NOT GREAT AND STILL HAVE IRE. ALSO UNUSUAL OUTBOARD FLASH AT 300MS",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11835,M5,PLASMA CONDITIONING.,BETTER BUT IP STILL SAGS A BIT AT START,BETTER BUT IP STILL SAGS A BIT AT START,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11836,M5,PLASMA CONDITIONING.,"LOWER INITIAL IP, BAD HANDOVER TO FEEDBACK","LOWER INITIAL IP, BAD HANDOVER TO FEEDBACK",A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11837,M5,PLASMA CONDITIONING.,NOT MUCH DIFFERENT,NOT MUCH DIFFERENT,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11838,M5,PLASMA CONDITIONING.,BETTER STARTUP,BETTER STARTUP,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11840,M5,PLASMA CONDITIONING.,LOWER INITIAL IP AGAIN,LOWER INITIAL IP AGAIN,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11841,M5,PLASMA CONDITIONING.,NO BEAM. IMPROVED STARTUP,NO BEAM. IMPROVED STARTUP,A REASONABLE DAY. SOME DELAYS FROM SCHEDULER AND OS9 SYSTEMS,TOKAMAK CONDITIONING,
11847,M5,PLASMA CONDITIONING,SUCCESS. AT LAST EVERYTHING WORKED,SUCCESS. AT LAST EVERYTHING WORKED,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11848,M5,PLASMA CONDITIONING,"ZREF LOOKS LOW. NOTHING FROM I/B GAS, HENCE LOCKED MODE AT 270MS DUE TO FALLING DENSITY. XMA LOST CAMAC. SLIDING JOINT ALARMS 140% M","ZREF LOOKS LOW. NOTHING FROM I/B GAS, HENCE LOCKED MODE AT 270MS DUE TO FALLING DENSITY. XMA LOST CAMAC. SLIDING JOINT ALARMS 140% M","MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11849,M5,PLASMA CONDITIONING,DENSITY LOWER THAN PREVIOUS SHOT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX. I/B GAS EVIDENTLYFAULTY - HASN'T BEEN USED SINCE,DENSITY LOWER THAN PREVIOUS SHOT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX. I/B GAS EVIDENTLYFAULTY - HASN'T BEEN USED SINCE,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11850,M5,PLASMA CONDITIONING,"STILL DISRUPTING EARLY, BUT SOME GAS SEEN ON VIDEO AND IN ANE DENSITY. SLIDING JOINT ALARMS 146% MAX.","STILL DISRUPTING EARLY, BUT SOME GAS SEEN ON VIDEO AND IN ANE DENSITY. SLIDING JOINT ALARMS 146% MAX.","MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11851,M5,PLASMA CONDITIONING,"GAS BETTER, BUT STILL NOT RIGHT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX.","GAS BETTER, BUT STILL NOT RIGHT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX.","MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11852,M5,PLASMA CONDITIONING,EARLY DISRUPTION AT 180MS. SLIDING JOINT ALARMS 149% MAX.,EARLY DISRUPTION AT 180MS. SLIDING JOINT ALARMS 149% MAX.,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11855,M5,PLASMA CONDITIONING,GOOD SHOT AT LAST. OXYGEN LEVEL A LOT LOWER. THIS EXPLAINS OUR PREVIOUS DIFFICULTIES WITH EARLY DISRUPTIONS. SLIDING JOINT ALARMS 13,GOOD SHOT AT LAST. OXYGEN LEVEL A LOT LOWER. THIS EXPLAINS OUR PREVIOUS DIFFICULTIES WITH EARLY DISRUPTIONS. SLIDING JOINT ALARMS 13,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11856,M5,PLASMA CONDITIONING,GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.,GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11857,M5,PLASMA CONDITIONING,GOOD SHOT. SLIDING JOINT ALARMS DOWN A LITTLE TO 135%.,GOOD SHOT. SLIDING JOINT ALARMS DOWN A LITTLE TO 135%.,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11859,M5,PLASMA CONDITIONING,"GOOD SHOT, SIMILAR TO PREVIOUS WITH GAS FROM 1-4 ONLY. SLIDING JOINT ALARMS 138% MAX.","GOOD SHOT, SIMILAR TO PREVIOUS WITH GAS FROM 1-4 ONLY. SLIDING JOINT ALARMS 138% MAX.","MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11860,M5,PLASMA CONDITIONING,DISRUPTION AT 220MS. NOT GOOD. SLIDING JOINT ALARMS 145% MAX. ALSO NOT GOOD. FA1 AND 2 UNSTABLE AND TRIPPED.,DISRUPTION AT 220MS. NOT GOOD. SLIDING JOINT ALARMS 145% MAX. ALSO NOT GOOD. FA1 AND 2 UNSTABLE AND TRIPPED.,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11862,M5,PLASMA CONDITIONING,GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.,GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.,"MANY PROBLEMS INCLUDING CENTRAL, EFPS, SCHEDULER, BUT MOST IMPORTANTLY OXYGEN IN THE MIDPLANE I/B GAS FEED.",TOKAMAK CONDITIONING,
11866,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","SLIDING JOINT ALARMS (SJA) 21 WARNINGS, MAX 144%","SLIDING JOINT ALARMS (SJA) 21 WARNINGS, MAX 144%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11867,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","SJA 10, MAX 113%","SJA 10, MAX 113%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11868,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","SJA 10, MAX 111%","SJA 10, MAX 111%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11870,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","GOOD SHOT! ...IGNORE WHY PREV SHOT FAILED. SJA 14, MAX 130%","GOOD SHOT! ...IGNORE WHY PREV SHOT FAILED. SJA 14, MAX 130%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11871,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","I^2T LIMIT FOR P1. SJA 10, MAX 120%","I^2T LIMIT FOR P1. SJA 10, MAX 120%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11872,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%","NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11873,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%","NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11874,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",OK,OK,"OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11876,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",GOOD SHOT !!!,GOOD SHOT !!!,"OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11878,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","OVERDONE ZREF, VERTICALLY UNSTABLE","OVERDONE ZREF, VERTICALLY UNSTABLE","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11879,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN","AGAIN NOT SUCCESSFUL,","AGAIN NOT SUCCESSFUL,","OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
